Saqi Faruqi,"dāman meñ āñsuoñ kā zaḳhīra na kar abhī ye sabr kā maqām hai girya na kar abhī 
jis kī saḳhāvatoñ kī zamāne meñ dhuum hai vo haath so gayā hai taqāzā na kar abhī 
nazreñ jalā ke dekh manāzir kī aag meñ asrār-e-kā.enāt se parda na kar abhī 
ye ḳhāmushī kā zahr nasoñ meñ utar na jaa.e āvāz kī shikast gavārā na kar abhī 
duniyā pe apne ilm kī parchhā.iyāñ na Daal ai raushnī-farosh añdherā na kar abhī 
daman mein aansuon ka zaKHira na kar abhi ye sabr ka maqam hai girya na kar abhi 
jis ki saKHawaton ki zamane mein dhum hai wo hath so gaya hai taqaza na kar abhi 
nazren jala ke dekh manazir ki aag mein asrar-e-kaenat se parda na kar abhi 
ye KHamushi ka zahr nason mein utar na jae aawaz ki shikast gawara na kar abhi 
duniya pe apne ilm ki parchhaiyan na Dal ai raushni-farosh andhera na kar abhi "
Qamar Jalalvi,"kab merā nasheman ahl-e-chaman gulshan meñ gavārā karte haiñ ġhunche apnī āvāzoñ meñ bijlī ko pukārā karte haiñ 
ab naza.a kā aalam hai mujh par tum apnī mohabbat vāpas lo jab kashtī Dūbne lagtī hai to bojh utārā karte haiñ 
jaatī huī mayyat dekh ke bhī vallāh tum uTh ke aa na sake do chaar qadam to dushman bhī taklīf gavārā karte haiñ 
be-vajah na jaane kyuuñ zid hai un ko shab-e-furqat vāloñ se vo raat baḌhā dene ke liye gesū ko sañvārā karte haiñ 
poñchho na araq ruḳhsāroñ se rañgīnī-e-husn ko baḌhne do sunte haiñ ki shabnam ke qatre phūloñ ko nikhārā karte haiñ 
kuchh husn o ishq meñ farq nahīñ hai bhī to faqat rusvā.ī kā tum ho ki gavārā kar na sake ham haiñ ki gavārā karte haiñ 
tāroñ kī bahāroñ meñ bhī 'qamar' tum afsurda se rahte ho phūloñ ko to dekho kāñToñ meñ hañs hañs ke guzārā karte haiñ 
kab mera nasheman ahl-e-chaman gulshan mein gawara karte hain ghunche apni aawazon mein bijli ko pukara karte hain 
ab naza ka aalam hai mujh par tum apni mohabbat wapas lo jab kashti Dubne lagti hai to bojh utara karte hain 
jati hui mayyat dekh ke bhi wallah tum uTh ke aa na sake do chaar qadam to dushman bhi taklif gawara karte hain 
be-wajah na jaane kyun zid hai un ko shab-e-furqat walon se wo raat baDha dene ke liye gesu ko sanwara karte hain 
ponchho na araq ruKHsaron se rangini-e-husn ko baDhne do sunte hain ki shabnam ke qatre phulon ko nikhaara karte hain 
kuchh husn o ishq mein farq nahin hai bhi to faqat ruswai ka tum ho ki gawara kar na sake hum hain ki gawara karte hain 
taron ki bahaaron mein bhi 'qamar' tum afsurda se rahte ho phulon ko to dekho kanTon mein hans hans ke guzara karte hain "
Majrooh Sultanpuri,"ham ko junūñ kyā sikhlāte ho ham the pareshāñ tum se ziyāda chaak kiye haiñ ham ne azīzo chaar garebāñ tum se ziyāda 
chāk-e-jigar mohtāj-e-rafū hai aaj to dāman sarf-e-lahū hai ik mausam thā ham ko rahā hai shauq-e-bahārāñ tum se ziyāda 
ahd-e-vafā yāroñ se nibhā.eñ nāz-e-harīfāñ hañs ke uThā.eñ jab hameñ armāñ tum se sivā thā ab haiñ pashemāñ tum se ziyāda 
ham bhī hamesha qatl hue aur tum ne bhī dekhā duur se lekin ye na samajhnā ham ko huā hai jaan kā nuqsāñ tum se ziyāda 
jaao tum apne baam kī ḳhātir saarī laveñ sham.oñ kī katar lo zaḳhm ke mehr-o-māh salāmat jashn-e-charāġhāñ tum se ziyāda 
dekh ke uljhan zulf-e-dotā kī kaise ulajh paḌte haiñ havā se ham se sīkho ham ko hai yaaro fikr-e-nigārāñ tum se ziyāda 
zanjīr o dīvār hī dekhī tum ne to 'majrūh' magar ham kūcha kūcha dekh rahe haiñ ālam-e-zindāñ tum se ziyāda 
hum ko junun kya sikhlate ho hum the pareshan tum se ziyaada chaak kiye hain hum ne azizo chaar gareban tum se ziyaada 
chaak-e-jigar mohtaj-e-rafu hai aaj to daman sarf-e-lahu hai ek mausam tha hum ko raha hai shauq-e-bahaaran tum se ziyaada 
ahd-e-wafa yaron se nibhaen naz-e-harifan hans ke uThaen jab hamein arman tum se siwa tha ab hain pasheman tum se ziyaada 
hum bhi hamesha qatl hue aur tum ne bhi dekha dur se lekin ye na samajhna hum ko hua hai jaan ka nuqsan tum se ziyaada 
jao tum apne baam ki KHatir sari lawen shamon ki katar lo zaKHm ke mehr-o-mah salamat jashn-e-charaghan tum se ziyaada 
dekh ke uljhan zulf-e-dota ki kaise ulajh paDte hain hawa se hum se sikho hum ko hai yaro fikr-e-nigaran tum se ziyaada 
zanjir o diwar hi dekhi tum ne to 'majruh' magar hum kucha kucha dekh rahe hain aalam-e-zindan tum se ziyaada "
Obaidullah Aleem,"ḳhayāl-o-ḳhvāb huī haiñ mohabbateñ kaisī lahū meñ naach rahī haiñ ye vahshateñ kaisī 
na shab ko chāñd hī achchhā na din ko mehr achchhā ye ham pe biit rahī haiñ qayāmateñ kaisī 
vo saath thā to ḳhudā bhī thā mehrbāñ kyā kyā bichhaḌ gayā to huī haiñ adāvateñ kaisī 
azaab jin kā tabassum savāb jin kī nigāh khiñchī huī haiñ pas-e-jāñ ye sūrateñ kaisī 
havā ke dosh pe rakkhe hue charāġh haiñ ham jo bujh ga.e to havā se shikāyateñ kaisī 
jo be-ḳhabar koī guzrā to ye sadā de dī maiñ sañg-e-rāh huuñ mujh par ināyateñ kaisī 
nahīñ ki husn hī nairañgiyoñ meñ taaq nahīñ junūñ bhī khel rahā hai siyāsateñ kaisī 
na sāhbān-e-junūñ haiñ na ahl-e-kashf-o-kamāl hamāre ahd meñ aa.iiñ kasāfateñ kaisī 
jo abr hai vahī ab sañg-o-ḳhisht laatā hai fazā ye ho to diloñ meñ nazākateñ kaisī 
ye daur-e-be-hunarāñ hai bachā rakho ḳhud ko yahāñ sadāqateñ kaisī karāmateñ kaisī 
KHayal-o-KHwab hui hain mohabbaten kaisi lahu mein nach rahi hain ye wahshaten kaisi 
na shab ko chand hi achchha na din ko mehr achchha ye hum pe bit rahi hain qayamaten kaisi 
wo sath tha to KHuda bhi tha mehrban kya kya bichhaD gaya to hui hain adawaten kaisi 
azab jin ka tabassum sawab jin ki nigah khinchi hui hain pas-e-jaan ye suraten kaisi 
hawa ke dosh pe rakkhe hue charagh hain hum jo bujh gae to hawa se shikayaten kaisi 
jo be-KHabar koi guzra to ye sada de di main sang-e-rah hun mujh par inayaten kaisi 
nahin ki husn hi nairangiyon mein taq nahin junun bhi khel raha hai siyasaten kaisi 
na sahban-e-junun hain na ahl-e-kashf-o-kamal hamare ahd mein aain kasafaten kaisi 
jo abr hai wahi ab sang-o-KHisht lata hai faza ye ho to dilon mein nazakaten kaisi 
ye daur-e-be-hunaran hai bacha rakho KHud ko yahan sadaqaten kaisi karamaten kaisi "
Shaikh Ibrahim Zauq,"vaqt-e-pīrī shabāb kī bāteñ aisī haiñ jaise ḳhvāb kī bāteñ 
phir mujhe le chalā udhar dekho dil-e-ḳhāna-ḳharāb kī bāteñ 
vā.izā chhoḌ zikr-e-nemat-e-ḳhuld kah sharāb-o-kabāb kī bāteñ 
mah-jabīñ yaad haiñ ki bhuul ga.e vo shab-e-māhtāb kī bāteñ 
harf aayā jo aabrū pe mirī haiñ ye chashm-e-pur-āb kī bāteñ 
sunte haiñ us ko chheḌ chheḌ ke ham kis maze se itaab kī bāteñ 
jām-e-mai muñh se tū lagā apne chhoḌ sharm o hijāb kī bāteñ 
mujh ko rusvā kareñgī ḳhuub ai dil ye tirī iztirāb kī bāteñ 
jaao hotā hai aur bhī ḳhafaqāñ sun ke nāseh janāb kī bāteñ 
qissa-e-zulf-e-yār dil ke liye haiñ ajab pech-o-tāb kī bāteñ 
zikr kyā josh-e-ishq meñ ai 'zauq' ham se hoñ sabr o taab kī bāteñ 
waqt-e-piri shabab ki baaten aisi hain jaise KHwab ki baaten 
phir mujhe le chala udhar dekho dil-e-KHana-KHarab ki baaten 
waiza chhoD zikr-e-nemat-e-KHuld kah sharab-o-kabab ki baaten 
mah-jabin yaad hain ki bhul gae wo shab-e-mahtab ki baaten 
harf aaya jo aabru pe meri hain ye chashm-e-pur-ab ki baaten 
sunte hain us ko chheD chheD ke hum kis maze se itab ki baaten 
jam-e-mai munh se tu laga apne chhoD sharm o hijab ki baaten 
mujh ko ruswa karengi KHub ai dil ye teri iztirab ki baaten 
jao hota hai aur bhi KHafaqan sun ke naseh janab ki baaten 
qissa-e-zulf-e-yar dil ke liye hain ajab pech-o-tab ki baaten 
zikr kya josh-e-ishq mein ai 'zauq' hum se hon sabr o tab ki baaten "
Wali Mohammad Wali,"jise ishq kā tiir kaarī lage use zindagī kyuuñ na bhārī lage 
na chhoḌe mohabbat dam-e-marg tak jise yār-e-jānī suuñ yaarī lage 
na hove use jag meñ hargiz qarār jise ishq kī be-qarārī lage 
har ik vaqt mujh āshiq-e-pāk kuuñ pyāre tirī baat pyārī lage 
'valī' kuuñ kahe tū agar yak bachan raqībāñ ke dil meñ kaTārī lage 
jise ishq ka tir kari lage use zindagi kyun na bhaari lage 
na chhoDe mohabbat dam-e-marg tak jise yar-e-jaani sun yari lage 
na howe use jag mein hargiz qarar jise ishq ki be-qarari lage 
har ek waqt mujh aashiq-e-pak kun pyare teri baat pyari lage 
'wali' kun kahe tu agar yak bachan raqiban ke dil mein kaTari lage "
Poet,Poetry Text
Shakeel Badayuni,"ai mohabbat tire anjām pe ronā aayā jaane kyuuñ aaj tire naam pe ronā aayā 
yuuñ to har shaam umīdoñ meñ guzar jaatī hai aaj kuchh baat hai jo shaam pe ronā aayā 
kabhī taqdīr kā mātam kabhī duniyā kā gila manzil-e-ishq meñ har gaam pe ronā aayā 
mujh pe hī ḳhatm huā silsila-e-nauhagarī is qadar gardish-e-ayyām pe ronā aayā 
jab huā zikr zamāne meñ mohabbat kā 'shakīl' mujh ko apne dil-e-nākām pe ronā aayā 
ai mohabbat tere anjam pe rona aaya jaane kyun aaj tere nam pe rona aaya 
yun to har sham umidon mein guzar jati hai aaj kuchh baat hai jo sham pe rona aaya 
kabhi taqdir ka matam kabhi duniya ka gila manzil-e-ishq mein har gam pe rona aaya 
mujh pe hi KHatm hua silsila-e-nauhagari is qadar gardish-e-ayyam pe rona aaya 
jab hua zikr zamane mein mohabbat ka 'shakil' mujh ko apne dil-e-nakaam pe rona aaya "
Mirza Ghalib,"koī ummīd bar nahīñ aatī koī sūrat nazar nahīñ aatī 
maut kā ek din muayyan hai niind kyuuñ raat bhar nahīñ aatī 
aage aatī thī hāl-e-dil pe hañsī ab kisī baat par nahīñ aatī 
jāntā huuñ savāb-e-tā.at-o-zohd par tabī.at idhar nahīñ aatī 
hai kuchh aisī hī baat jo chup huuñ varna kyā baat kar nahīñ aatī 
kyuuñ na chīḳhūñ ki yaad karte haiñ merī āvāz gar nahīñ aatī 
dāġh-e-dil gar nazar nahīñ aatā bū bhī ai chārā-gar nahīñ aatī 
ham vahāñ haiñ jahāñ se ham ko bhī kuchh hamārī ḳhabar nahīñ aatī 
marte haiñ aarzū meñ marne kī maut aatī hai par nahīñ aatī 
kā'ba kis muñh se jāoge 'ġhālib' sharm tum ko magar nahīñ aatī 
koi ummid bar nahin aati koi surat nazar nahin aati 
maut ka ek din muayyan hai nind kyun raat bhar nahin aati 
aage aati thi haal-e-dil pe hansi ab kisi baat par nahin aati 
jaanta hun sawab-e-taat-o-zohd par tabiat idhar nahin aati 
hai kuchh aisi hi baat jo chup hun warna kya baat kar nahin aati 
kyun na chiKHun ki yaad karte hain meri aawaz gar nahin aati 
dagh-e-dil gar nazar nahin aata bu bhi ai chaara-gar nahin aati 
hum wahan hain jahan se hum ko bhi kuchh hamari KHabar nahin aati 
marte hain aarzu mein marne ki maut aati hai par nahin aati 
ka'ba kis munh se jaoge 'ghaalib' sharm tum ko magar nahin aati "
Nida Fazli,"kabhī kisī ko mukammal jahāñ nahīñ miltā kahīñ zamīn kahīñ āsmāñ nahīñ miltā 
tamām shahr meñ aisā nahīñ ḳhulūs na ho jahāñ umiid ho is kī vahāñ nahīñ miltā 
kahāñ charāġh jalā.eñ kahāñ gulāb rakheñ chhateñ to miltī haiñ lekin makāñ nahīñ miltā 
ye kyā azaab hai sab apne aap meñ gum haiñ zabāñ milī hai magar ham-zabāñ nahīñ miltā 
charāġh jalte hī bīnā.ī bujhne lagtī hai ḳhud apne ghar meñ hī ghar kā nishāñ nahīñ miltā 
kabhi kisi ko mukammal jahan nahin milta kahin zamin kahin aasman nahin milta 
tamam shahr mein aisa nahin KHulus na ho jahan umid ho is ki wahan nahin milta 
kahan charagh jalaen kahan gulab rakhen chhaten to milti hain lekin makan nahin milta 
ye kya azab hai sab apne aap mein gum hain zaban mili hai magar ham-zaban nahin milta 
charagh jalte hi binai bujhne lagti hai KHud apne ghar mein hi ghar ka nishan nahin milta "
Faiz Ahmad Faiz,"aa.e kuchh abr kuchh sharāb aa.e is ke ba.ad aa.e jo azaab aa.e 
bām-e-mīnā se māhtāb utre dast-e-sāqī meñ āftāb aa.e 
har rag-e-ḳhūñ meñ phir charāġhāñ ho sāmne phir vo be-naqāb aa.e 
umr ke har varaq pe dil kī nazar terī mehr-o-vafā ke baab aa.e 
kar rahā thā ġham-e-jahāñ kā hisāb aaj tum yaad be-hisāb aa.e 
na ga.ī tere ġham kī sardārī dil meñ yuuñ roz inqalāb aa.e 
jal uThe bazm-e-ġhair ke dar-o-bām jab bhī ham ḳhānumāñ-ḳharāb aa.e 
is tarah apnī ḳhāmushī gūñjī goyā har samt se javāb aa.e 
'faiz' thī raah sar-ba-sar manzil ham jahāñ pahuñche kāmyāb aa.e 
aae kuchh abr kuchh sharab aae is ke baad aae jo azab aae 
baam-e-mina se mahtab utre dast-e-saqi mein aaftab aae 
har rag-e-KHun mein phir charaghan ho samne phir wo be-naqab aae 
umr ke har waraq pe dil ki nazar teri mehr-o-wafa ke bab aae 
kar raha tha gham-e-jahan ka hisab aaj tum yaad be-hisab aae 
na gai tere gham ki sardari dil mein yun roz inqalab aae 
jal uThe bazm-e-ghair ke dar-o-baam jab bhi hum KHanuman-KHarab aae 
is tarah apni KHamushi gunji goya har samt se jawab aae 
'faiz' thi rah sar-ba-sar manzil hum jahan pahunche kaamyab aae "
Ibn e Insha,"kal chaudhvīñ kī raat thī shab bhar rahā charchā tirā kuchh ne kahā ye chāñd hai kuchh ne kahā chehrā tirā 
ham bhī vahīñ maujūd the ham se bhī sab pūchhā kiye ham hañs diye ham chup rahe manzūr thā parda tirā 
is shahr meñ kis se mileñ ham se to chhūTīñ mahfileñ har shaḳhs terā naam le har shaḳhs dīvānā tirā 
kūche ko tere chhoḌ kar jogī hī ban jaa.eñ magar jangal tire parbat tire bastī tirī sahrā tirā 
ham aur rasm-e-bandagī āshuftagī uftādgī ehsān hai kyā kyā tirā ai husn-e-be-parvā tirā 
do ashk jaane kis liye palkoñ pe aa kar Tik ga.e altāf kī bārish tirī ikrām kā dariyā tirā 
ai be-dareġh o be-amāñ ham ne kabhī kī hai fuġhāñ ham ko tirī vahshat sahī ham ko sahī saudā tirā 
ham par ye saḳhtī kī nazar ham haiñ faqīr-e-rehguzar rasta kabhī rokā tirā dāman kabhī thāmā tirā 
haañ haañ tirī sūrat hasīñ lekin tū aisā bhī nahīñ ik shaḳhs ke ash.ār se shohra huā kyā kyā tirā 
bedard sunñī ho to chal kahtā hai kyā achchhī ġhazal āshiq tirā rusvā tirā shā.ir tirā 'inshā' tirā 
kal chaudhwin ki raat thi shab bhar raha charcha tera kuchh ne kaha ye chand hai kuchh ne kaha chehra tera 
hum bhi wahin maujud the hum se bhi sab puchha kiye hum hans diye hum chup rahe manzur tha parda tera 
is shahr mein kis se milen hum se to chhuTin mahfilen har shaKHs tera nam le har shaKHs diwana tera 
kuche ko tere chhoD kar jogi hi ban jaen magar jangal tere parbat tere basti teri sahra tera 
hum aur rasm-e-bandagi aashuftagi uftadgi ehsan hai kya kya tera ai husn-e-be-parwa tera 
do ashk jaane kis liye palkon pe aa kar Tik gae altaf ki barish teri ikram ka dariya tera 
ai be-daregh o be-aman hum ne kabhi ki hai fughan hum ko teri wahshat sahi hum ko sahi sauda tera 
hum par ye saKHti ki nazar hum hain faqir-e-rehguzar rasta kabhi roka tera daman kabhi thama tera 
han han teri surat hasin lekin tu aisa bhi nahin ek shaKHs ke ashaar se shohra hua kya kya tera 
bedard sunni ho to chal kahta hai kya achchhi ghazal aashiq tera ruswa tera shair tera 'insha' tera "
Meer Taqi Meer,"pattā pattā buuTā buuTā haal hamārā jaane hai jaane na jaane gul hī na jaane baaġh to saarā jaane hai 
lagne na de bas ho to us ke gauhar-e-gosh ko baale tak us ko falak chashm-e-mah-o-ḳhur kī putlī kā taarā jaane hai 
aage us mutakabbir ke ham ḳhudā ḳhudā kiyā karte haiñ kab maujūd ḳhudā ko vo maġhrūr-e-ḳhud-ārā jaane hai 
āshiq sā to saada koī aur na hogā duniyā meñ jī ke ziyāñ ko ishq meñ us ke apnā vaarā jaane hai 
chāragarī bīmāri-e-dil kī rasm-e-shahr-e-husn nahīñ varna dilbar-e-nādāñ bhī is dard kā chāra jaane hai 
kyā hī shikār-farebī par maġhrūr hai vo sayyād bacha taa.ir uḌte havā meñ saare apne asārā jaane hai 
mehr o vafā o lutf-o-ināyat ek se vāqif in meñ nahīñ aur to sab kuchh tanz o kināya ramz o ishāra jaane hai 
kyā kyā fitne sar par us ke laatā hai māshūq apnā jis be-dil be-tāb-o-tavāñ ko ishq kā maarā jaane hai 
raḳhnoñ se dīvār-e-chaman ke muñh ko le hai chhupā yā'nī in sūrāḳhoñ ke Tuk rahne ko sau kā nazāra jaane hai 
tishna-e-ḳhūñ hai apnā kitnā 'mīr' bhī nādāñ talḳhī-kash dam-dār āb-e-teġh ko us ke āb-e-gavārā jaane hai 
patta patta buTa buTa haal hamara jaane hai jaane na jaane gul hi na jaane bagh to sara jaane hai 
lagne na de bas ho to us ke gauhar-e-gosh ko baale tak us ko falak chashm-e-mah-o-KHur ki putli ka tara jaane hai 
aage us mutakabbir ke hum KHuda KHuda kiya karte hain kab maujud KHuda ko wo maghrur-e-KHud-ara jaane hai 
aashiq sa to sada koi aur na hoga duniya mein ji ke ziyan ko ishq mein us ke apna wara jaane hai 
chaaragari bimari-e-dil ki rasm-e-shahr-e-husn nahin warna dilbar-e-nadan bhi is dard ka chaara jaane hai 
kya hi shikar-farebi par maghrur hai wo sayyaad bacha tair uDte hawa mein sare apne asara jaane hai 
mehr o wafa o lutf-o-inayat ek se waqif in mein nahin aur to sab kuchh tanz o kinaya ramz o ishaara jaane hai 
kya kya fitne sar par us ke lata hai mashuq apna jis be-dil be-tab-o-tawan ko ishq ka mara jaane hai 
raKHnon se diwar-e-chaman ke munh ko le hai chhupa ya'ni in suraKHon ke Tuk rahne ko sau ka nazara jaane hai 
tishna-e-KHun hai apna kitna 'mir' bhi nadan talKHi-kash dam-dar aab-e-tegh ko us ke aab-e-gawara jaane hai "
Hakeem Nasir,"jab se tū ne mujhe dīvāna banā rakkhā hai sañg har shaḳhs ne hāthoñ meñ uThā rakkhā hai 
us ke dil par bhī kaḌī ishq meñ guzrī hogī naam jis ne bhī mohabbat kā sazā rakkhā hai 
pattharo aaj mire sar pe baraste kyuuñ ho maiñ ne tum ko bhī kabhī apnā ḳhudā rakkhā hai 
ab mirī diid kī duniyā bhī tamāshā.ī hai tū ne kyā mujh ko mohabbat meñ banā rakkhā hai 
pī jā ayyām kī talḳhī ko bhī hañs kar 'nāsir' ġham ko sahne meñ bhī qudrat ne mazā rakkhā hai 
jab se tu ne mujhe diwana bana rakkha hai sang har shaKHs ne hathon mein uTha rakkha hai 
us ke dil par bhi kaDi ishq mein guzri hogi nam jis ne bhi mohabbat ka saza rakkha hai 
pattharo aaj mere sar pe baraste kyun ho main ne tum ko bhi kabhi apna KHuda rakkha hai 
ab meri did ki duniya bhi tamashai hai tu ne kya mujh ko mohabbat mein bana rakkha hai 
pi ja ayyam ki talKHi ko bhi hans kar 'nasir' gham ko sahne mein bhi qudrat ne maza rakkha hai "
Bahadur Shah Zafar,"lagtā nahīñ hai dil mirā ujḌe dayār meñ kis kī banī hai ālam-e-nā-pā.edār meñ 
in hasratoñ se kah do kahīñ aur jā baseñ itnī jagah kahāñ hai dil-e-dāġh-dār meñ 
kāñToñ ko mat nikāl chaman se o bāġhbāñ ye bhī guloñ ke saath pale haiñ bahār meñ 
bulbul ko bāġhbāñ se na sayyād se gila qismat meñ qaid likkhī thī fasl-e-bahār meñ 
kitnā hai bad-nasīb 'zafar' dafn ke liye do gaz zamīn bhī na milī kū-e-yār meñ 
lagta nahin hai dil mera ujDe dayar mein kis ki bani hai aalam-e-na-paedar mein 
in hasraton se kah do kahin aur ja basen itni jagah kahan hai dil-e-dagh-dar mein 
kanTon ko mat nikal chaman se o baghban ye bhi gulon ke sath pale hain bahaar mein 
bulbul ko baghban se na sayyaad se gila qismat mein qaid likkhi thi fasl-e-bahaar mein 
kitna hai bad-nasib 'zafar' dafn ke liye do gaz zamin bhi na mili ku-e-yar mein "
Qateel Shifai,"garmī-e-hasrat-e-nākām se jal jaate haiñ ham charāġhoñ kī tarah shaam se jal jaate haiñ 
sham.a jis aag meñ jaltī hai numā.ish ke liye ham usī aag meñ gumnām se jal jaate haiñ 
bach nikalte haiñ agar ātish-e-sayyāl se ham shola-e-āriz-e-gulfām se jal jaate haiñ 
ḳhud-numā.ī to nahīñ sheva-e-arbāb-e-vafā jin ko jalnā ho vo ārām se jal jaate haiñ 
rabt-e-bāham pe hameñ kyā na kaheñge dushman āshnā jab tire paiġhām se jal jaate haiñ 
jab bhī aatā hai mirā naam tire naam ke saath jaane kyuuñ log mire naam se jal jaate haiñ 
garmi-e-hasrat-e-nakaam se jal jate hain hum charaghon ki tarah sham se jal jate hain 
shama jis aag mein jalti hai numaish ke liye hum usi aag mein gumnam se jal jate hain 
bach nikalte hain agar aatish-e-sayyal se hum shola-e-ariz-e-gulfam se jal jate hain 
KHud-numai to nahin shewa-e-arbab-e-wafa jin ko jalna ho wo aaram se jal jate hain 
rabt-e-baham pe hamein kya na kahenge dushman aashna jab tere paigham se jal jate hain 
jab bhi aata hai mera nam tere nam ke sath jaane kyun log mere nam se jal jate hain "
Ameer Khusrau,"ze-hāl-e-miskīñ makun taġhāful durā.e naināñ banā.e batiyāñ ki tāb-e-hijrāñ nadāram ai jaañ na lehū kaahe lagā.e chhatiyāñ 
shabān-e-hijrāñ darāz chuuñ zulf o roz-e-vaslat chuuñ umr-e-kotāh sakhī piyā ko jo maiñ na dekhūñ to kaise kāTūñ añdherī ratiyāñ 
yakāyak az dil do chashm jaadū ba-sad-farebam ba-burd taskīñ kise paḌī hai jo jā sunāve piyāre pī ko hamārī batiyāñ 
chuuñ sham-e-sozāñ chuuñ zarra hairāñ z mehr-e-āñ-mah bagashtam āḳhir na niiñd naināñ na añg chaināñ na aap aave na bheje patiyāñ 
ba-haqq-e-roz-e-visāl-e-dilbar ki daad maarā ġharīb 'ḳhusrav' sapīt man ke varā.e rākhūñ jo jā ke pā.ūñ piyā kī khatiyāñ 
ze-haal-e-miskin makun taghaful durae nainan banae batiyan ki tab-e-hijran nadaram ai jaan na lehu kahe lagae chhatiyan 
shaban-e-hijran daraaz chun zulf o roz-e-waslat chun umr-e-kotah sakhi piya ko jo main na dekhun to kaise kaTun andheri ratiyan 
yakayak az dil do chashm jadu ba-sad-farebam ba-burd taskin kise paDi hai jo ja sunawe piyare pi ko hamari batiyan 
chun sham-e-sozan chun zarra hairan z mehr-e-an-mah bagashtam aaKHir na nind nainan na ang chainan na aap aawe na bheje patiyan 
ba-haqq-e-roz-e-visal-e-dilbar ki dad mara gharib 'KHusraw' sapit man ke warae rakhun jo ja ke paun piya ki khatiyan "
